ID	Question	DBpedia	MusicBrainz	Wikidata	YAGO	LinkedMDB
135	Which countries have more than ten caves?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Country>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) . ?cave a <http://dbpedia.org/ontology/Cave> { ?cave <http://dbpedia.org/ontology/location> ?uri } UNION { ?cave <http://dbpedia.org/ontology/location> ?loc . ?loc <http://dbpedia.org/ontology/country> ?uri } } GROUP BY ?label HAVING ( COUNT(?cave) > 10 )	X	SELECT DISTINCT ?itemLabel (COUNT(?cave) as ?x) WHERE { ?cave wdt:P31 wd:Q35509 . ?cave wdt:P17 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } GROUP BY ?itemLabel HAVING (?x > 10)	X	X
136	Show me all songs from Bruce Springsteen released between 1980 and 1990.	SELECT DISTINCT ?label WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Song> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Bruce_Springsteen> . ?uri <http://dbpedia.org/ontology/releaseDate> ?date . FILTER (?date >= '1980-01-01'^^xsd:date && ?date <= '1990-12-31'^^xsd:date) . ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT DISTINCT ?itemLabel ?year WHERE { ?item wdt:P86 wd:Q1225 . ?item wdt:P577 ?date . BIND(YEAR(?date) AS ?year) FILTER (?year >= 1980) FILTER (?year < 1991) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:Bruce_Springsteen res:created ?uri .?uri res:wasCreatedOnDate ?date .FILTER (?date >= '1980-01-01'^^xsd:date && ?date <= '1990-12-31'^^xsd:date) .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	X
137	Which television shows were created by John Cleese?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/TelevisionShow> ; <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/John_Cleese>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31* wd:Q5398426; wdt:P170 wd:Q25014 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:John_Cleese res:created ?uri .?uri a res:wikicat_Sitcoms .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
139	Which soccer players were born on Malta?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/SoccerPlayer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Malta>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P106 wd:Q937857 . ?item wdt:P19 wd:Q233 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri a res:wikicat_Maltese_footballers .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
143	Give me a list of all lakes in Denmark.	SELECT DISTINCT ?label WHERE { { ?uri a <http://dbpedia.org/ontology/Lake> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> } UNION { ?uri a <http://dbpedia.org/class/yago/LakesOfDenmark> }  ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31/wdt:P279* wd:Q23397 . ?item wdt:P17 wd:Q35 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri a res:wikicat_Lakes_of_Denmark .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
145	Show me all English Gothic buildings in Kent.	SELECT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Building> ; <http://dbpedia.org/ontology/architecturalStyle> <http://dbpedia.org/resource/English_Gothic_architecture> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Kent>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P149 wd:Q750752 . ?item wdt:P131 wd:Q23298 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
146	Who is the manager of Real Madrid?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Real_Madrid_C.F.> <http://dbpedia.org/ontology/manager> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q8682 wdt:P286 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
147	In which countries can you pay using the West African CFA franc?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/West_African_CFA_franc>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P38 wd:Q861690 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri res:hasCurrency res:West_African_CFA_franc .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
148	Which holidays are celebrated around the world?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Holiday; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31* wd:Q1197685 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	SELECT DISTINCT ?label  WHERE {     ?uri a <http://yago-knowledge.org/resource/wordnet_holiday_115183428>;           rdfs:label ?label.    FILTER langMatches( lcase(lang(?label)), "eng" )         }	X
149	What is the longest river?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/River>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/length> ?l } UNION { ?uri <http://dbpedia.org/property/length> ?l } } GROUP BY ?label ORDER BY DESC(?l) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q4022 . ?item wdt:P2043 ?length . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?length) LIMIT 1	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri a res:wordnet_river_109411430 .?uri res:hasLength ?l .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}  GROUP BY ?label ORDER BY DESC(?l) OFFSET 0 LIMIT 1	X
150	Which organizations were founded in 1930?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Organisation>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/formationYear> ?date } UNION { ?uri <http://dbpedia.org/ontology/foundingYear> ?date } FILTER regex(?date, "^1930") }	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q43229 . ?item wdt:P571 ?date . BIND(YEAR(?date) AS ?year) FILTER(?year = 1930) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri a res:wikicat_Companies_established_in_1930 .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
152	Who has Tom Cruise been married to?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Tom_Cruise>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q37079 wdt:P26 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:Tom_Cruise res:isMarriedTo ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
153	Which weapons did Heckler & Koch develop?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Weapon> ; <http://dbpedia.org/property/designer> <http://dbpedia.org/resource/Heckler_&_Koch>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P287 wd:Q152815 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {<http://dbpedia.org/resource/Heckler_&_Koch> res:created ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
154	What is the smallest city by area in Germany?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dbc: <http://dbpedia.org/resource/Category:> PREFIX dct: <http://purl.org/dc/terms/> SELECT ?label WHERE { ?m skos:broader dbc:Cities_in_Germany . ?city dct:subject ?m ; dbo:areaTotal ?area; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY ?area LIMIT 1	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31* wd:Q515; wdt:P131 wd:Q183; wdt:P2046 ?area . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY ?area LIMIT 1	X	X
155	What is the ruling party in Lisbon?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Lisbon> <http://dbpedia.org/property/leaderParty> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?itemLabel WHERE { wd:Q597 wdt:P6 ?x . ?x wdt:P102 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
158	List all episodes of the first season of the HBO television series The Sopranos!	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:series res:The_Sopranos ; dbo:seasonNumber 1; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P179 wd:Q23628 ; wdt:P4908 wd:Q5274359 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri a <wikicat_The_Sopranos_episodes> .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
159	What does ICRO stand for?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/abbreviation> "ICRO"; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item skos:altLabel "ICRO" . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri res:redirectedFrom "Icro"@eng .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
161	Give me all films produced by Hal Roach.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Hal_Roach>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P162 wd:Q72792 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	SELECT DISTINCT ?label  WHERE {     <http://yago-knowledge.org/resource/Hal_Roach> <http://yago-knowledge.org/resource/created> ?uri.    ?uri a <http://yago-knowledge.org/resource/wordnet_movie_106613686>;         rdfs:label ?label.    FILTER langMatches( lcase(lang(?label)), "eng" ) }	PREFIX lmdbm: <http://data.linkedmdb.org/resource/movie/>PREFIX lmdba: <http://data.linkedmdb.org/resource/actor/>PREFIX lmdbd: <http://data.linkedmdb.org/resource/director/>SELECT DISTINCT ?label  WHERE {?uri a lmdbm:film.?uri lmdbm:producer <http://data.linkedmdb.org/resource/producer/10246> . ?uri rdfs:label ?label.} 
162	Who played Agent Smith in Matrix?	PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?label WHERE { res:Agent_Smith <http://dbpedia.org/ontology/portrayer> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q2085488 wdt:P175 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	
163	Which Greek parties are pro-European?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/PoliticalParty> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Greece> ; <http://dbpedia.org/ontology/ideology> <http://dbpedia.org/resource/Pro-Europeanism>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X	X	X
164	Give me a list of all bandleaders that play trumpet.	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Bandleader> ; <http://dbpedia.org/ontology/instrument> <http://dbpedia.org/resource/Trumpet>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P106 wd:Q806349. ?item wdt:P1303 wd:Q8338 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
165	What is the second highest mountain on Earth?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> ; <http://dbpedia.org/ontology/elevation> ?elevation; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?elevation) OFFSET 1 LIMIT 1	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31 wd:Q8502 . ?item wdt:P2044 ?elevation . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?elevation) OFFSET 1 LIMIT 1	X	X
167	Which rockets were launched from Baikonur?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Rocket> ; <http://dbpedia.org/ontology/launchSite> <http://dbpedia.org/resource/Baikonur_Cosmodrome>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X	SELECT DISTINCT ?o WHERE {<http://yago-knowledge.org/resource/Rocket_launch> <http://yago-knowledge.org/resource/linksTo> <http://yago-knowledge.org/resource/Baikonur>.  <http://yago-knowledge.org/resource/Rocket_launch> <http://yago-knowledge.org/resource/redirectedFrom>  ?o } 	X
169	Which Chess players died in the same place they were born in?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/birthPlace> ?x ; <http://dbpedia.org/ontology/deathPlace> ?y FILTER ( ?x = ?y ). ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P106 wd:Q10873124 . ?item wdt:P19 ?b . ?item wdt:P20 ?d . FILTER (?b = ?d) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri a res:wikicat_Chess_grandmasters .?uri res:wasBornIn ?place .?uri res:diedIn ?place .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
170	Who is the owner of Facebook?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q355 wdt:P127 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri res:created res:Facebook .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
171	Give me all movies with Tom Cruise.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Tom_Cruise>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P161 wd:Q37079 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:Tom_Cruise res:actedIn ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	PREFIX lmdbm: <http://data.linkedmdb.org/resource/movie/>PREFIX lmdba: <http://data.linkedmdb.org/resource/actor/>PREFIX lmdbd: <http://data.linkedmdb.org/resource/director/>SELECT DISTINCT ?label  WHERE {?uri a lmdbm:film. ?uri lmdbm:actor <http://data.linkedmdb.org/resource/actor/29671> . ?uri rdfs:label ?label.} 
172	In which U.S. state is Fort Knox located?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?label WHERE { res:Fort_Knox dbo:location ?uri . ?uri dbo:country res:United_States; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q983650 wdt:P131 ?item . ?state wdt:P31 wd:Q35657 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:Fort_Knox res:isLocatedIn ?uri .?uri a res:wikicat_States_of_the_United_States .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
173	Give me all cities in New Jersey with more than 100000 inhabitants.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:City ; dbo:isPartOf res:New_Jersey ; dbo:populationTotal ?inhabitants FILTER ( ?inhabitants > 100000 ) ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P131+ wd:Q1408. ?item wdt:P1082 ?popn FILTER (?popn > 100000) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri a res:wikicat_Cities_in_New_Jersey .?uri res:hasNumberOfPeople ?num FILTER ( ?num > 100000 ) .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
